No Break APC SRV2KRARK Doble Conversión en Línea, 1.600W, 2.000VA, Entrada 50V - 150V, Salida 110V - 115V, 4 Salidas ;;13,449.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;19;SRV2KRARK
No Break Eaton 9SX Online, 2700W, 3000VA, Entrada 208V, Salida 200V-250V;;32,239.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;50;9SX3000GL
No Break Eaton 9SX3000, 2700W, 3000VA, Entrada 100-125V, Salida 120V;;28,009.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;20;9SX3000
No Break APC SRT10KXLT Doble Conversión en Línea, 10kW, 10kVA, Entrada 100V - 275V, Salida 208V - 240V, 6 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;114,849.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;13;SRT10KXLT
No Break APC SRT2200XLA Doble Conversión en Línea, 1.800W, 2.200VA, Entrada 120V, Salida 120V, 7 Salidas ;;25,399.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;31;SRT2200XLA
No Break APC SMT3000RM2UC Línea Interactiva, 2.700W, 2.880VA, Entrada 75V - 154V, Salida 110V - 127V, 8 Salidas ;;29,289.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;46;SMT3000RM2UC
No Break APC SRT3000RMXLW-IEC Doble Conversión en Línea, 2.700W, 3.000VA, Entrada 100V - 275V, Salida 220V - 240V, 8 Salidas ;;44,779.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SRT3000RMXLW-IEC
No Break Eaton 5P3000T Línea Interactiva, 2.700W, 3.000VA, Entrada 89V - 151V, Salida 102V - 132V, 7 Salidas ;;22,099.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;9;5P3000
No Break APC Smart-UPS X SMX3000RMLV2U, 2700W, 3000VA, Entrada 120V, Salida 120V;;34,629.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;39;SMX3000RMLV2U
No Break CyberPower OL2200RTXL2U Doble Conversión en Línea, 1.800W, 2.200VA, Entrada 100V - 125V, Salida 100V - 125V, 7 Salidas ;;27,609.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;61;OL2200RTXL2U
No Break Eaton 9PX8KG2 Doble Conversión en Línea, 8kW, 8kVA, Entrada 100V - 276V, Salida 200V - 240V, Bloque de Terminales;;71,939.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;9PX8KG2
No Break Skele GP600, 360W, 600VA, Entrada 140V - 290V, Salida 220V - 230V, 6 Salidas;;859.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;358;GP600
No Break Smartbitt SBOL30KTII-3K Doble Conversión en Línea, 30kW, 3kVA, Entrada 208V - 120V, Salida 208V - 120V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;246,429.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SBOL30KTII-3K
No Break Smartbitt SBOL15KTII-3 Doble Conversión en Línea, 15kW, 15kVA, Entrada 120V - 208V, Salida 120V - 208V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;145,389.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SBOL15KTII-3
No Break Smartbitt SBOL10KRTG1-2 Doble Conversión en Línea, 10kW, 10kVA, Entrada 110V - 220V, Salida 110V - 220V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;101,689.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SBOL10KRTG1-2
No Break Smartbitt SBOL20KTII-3 Doble Conversión en Línea, 20kW, 20kVA, Entrada 150V - 240V, Salida 120V - 220V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;158,899.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SBOL20KTII-3
No Break Skele UH11-2 LS Doble Conversión en Línea, 1.8kW, 2kVA, Entrada 110V - 120V, Salida 110V - 120V, 4 Salidas;;12,489.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;14;UH11-2 LS
No Break Smartbitt SBNB480M Línea Interactiva, 240W, 480VA, Entrada 90V - 145V, Salida 90V - 480V, 6 Salidas;;639.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1465;SBNB480M
No Break Huawei FusionModule500, 3kW, 10kVA, Entrada 200V - 240V, Salida 120V, 0 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;214,619.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;10;02233WNAN-D1PS
No Break Smartbitt Interactive Smart Modem 12W, 12V, 6 Puntas Intercambiables;;679.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1;SBNBM12V
No Break Tripp Lite by Eaton SMART2200VS SmartPro  UPS, 1600W, 2200VA;;22,709.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SMART2200VS
No Break Koblenz 5216 R Línea Interactiva, 240W, 520VA, Entrada 90V - 145V, Salida 108V - 132V, 6 Salidas ;;889.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1751;00-4241-00-6
No Break APC BVX900L-LM Línea interactiva, 480W, 900VA, Entrada 89-145V, 6 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;1,789.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;176;BVX900L-LM
No Break Power-All MG+15-650-UN Línea Interactiva, 480W, 650VA, Entrada 85V - 150V, Salida 102V - 132V, 4 Salidas;;1,919.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3;PA MG+15-650-UN
No Break APC Easy UPS BV650, 375W, 650VA, 120V, 6 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;1,329.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;826;BV650
No Break Power-All PA KR+19-1000RM-UN Doble Conversión en Línea, 1kW, 1kVA, Entrada 55V - 127V, Salida 100V - 110V, 8 Salidas;;9,309.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;4;PA KR+19-1000RM-UN
No Break Forza Power Technologies NT-2401PRO Línea Interactiva, 1.2kW, 2.4kVA, Entrada 89V - 145V, Salida 120V, 10 Salidas;;3,539.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;13;NT-2401PRO
No Break Smartbitt SBOL6KRT3U-2E Doble Conversión en Línea, 5.4kW, 6kVA, Entrada 110V - 300V, Salida 120V - 220V, Bloque de Terminales;;75,829.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;SBOL6KRT3U-2E
No Break CyberPower CP685AVRA Línea Interactiva, 390W, 685VA, Entrada 95V - 120V, Salida 90V - 120V, 8 Salidas  ― ¡Envío gratis limitado a 15 unidades por cliente!;;2,739.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;CP685AVRA
No Break CyberPower UT1000GU Línea Interactiva, 500W, 1.000VA, Entrada 86V - 148V, Salida 110V - 130V, 8 Salidas ;;1,939.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3756;UT1000GU
No Break Power-All KR-19 Doble Conversión en Línea, 2kW, 2kVA, Entrada 55V - 150V, Salida 100V - 127V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;12,579.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3;PA KR+19-2000UN
No Break Power-All PA FRUK19-1000HV-UN Doble Conversión en Línea, 1kW, 1kVA, Entrada 208V - 240V, Salida 208V - 240V, 3 Salidas;;11,719.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3;PA FRUK19-1000HV-UN
No Break Power-All PA KR+19-1000HV-UN Doble Conversión en Línea, 1.000W, 1.000VA, Entrada 110V - 300V, Salida 208V - 240V, 2 Salidas;;11,459.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3;PA KR+19-1000HV-UN
No Break Forza Power Technologies ST-1501 Línea Interactiva, 900W, 1.5kVA, Entrada 110V - 120V, Salida 110V - 120V, 10 Salidas;;3,539.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;14;ST-1501
No Break APC SMV2000CA Línea Interactiva, 1400W, 2000VA, Entrada 120V, Salida 120V, 6 Contactos;;13,269.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;13;SMV2000CA
No Break APC SMV3000CA Línea Interactiva, 2.100W, 3.000VA, Entrada 78V - 150V, Salida 120V, 7 Salidas ;;18,219.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;5;SMV3000CA
No Break CyberPower CP1500AVRLCD, 900W, 1500VA, 12 Contactos;;5,139.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1056;CP1500AVRLCD
No Break Tripp Lite by Eaton VS900T Línea Interactiva, 480W, 900VA, Entrada 120V, Salida 110V - 120V, 6 Salidas;;1,729.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1970;VS900T
No Break Smartbitt SBOL30KT-3 Doble Conversión en Línea, 27kW, 30kVA, Entrada 120V - 208V, Salida 120V - 208V, 3 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;187,989.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1;SBOL30KT-3INVT
No Break CyberPower UT750GU, 375W, 750VA, Entrada 86 - 148V, Salida 120V, 8 Contactos;;1,389.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2785;UT750GU
No Break APC SRV3KA Doble Conversión en Línea, 2.400W, 3.000VA, Entrada 85V - 150V, Salida 110V - 115V, 4 Salidas ;;18,279.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1;SRV3KA
No Break Vica Revolution 700, 400W, 700VA, Entrada 90V - 144V, Salida 108V - 132V, 6 Salidas ;;1,959.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;43;REVOLUTION 700
No Break CyberPower UT550GU Línea Interactiva, 275W, 550VA, Entrada 86V - 148V, Salida 110V - 130V, 8 Salidas ;;1,279.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2015;UT550GU
No Break Power-All FRUK19-6K Doble Conversión en Línea, 6.000W, 6.000VA, Entrada 176V - 264V, Salida 120V - 240V, 0 Salidas;;54,149.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;PAFRUK19-6000HV-01UN
No Break APC Back UPS PRO BR, 900W, 1500VA, Entrada 88 - 147V, Salida 120V, 10 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;5,879.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;392;BR1500M2-LM
No Break APC BX1000M-LM60 Line Interactive, 600W, 1000VA, Entrada 88-139V, Salida 120V, 8 Contactos;;3,639.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;237;BX1000M-LM60
No Break APC Easy UPS BV500, 300W, 500VA, Entrada 120V, Salida 120V, 6 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;1,229.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1042;BV500
No Break LinkedPRO LP10KRT220 Doble Conversión en Línea, 10kW, 10kVA, Entrada 208V - 240V, Salida 208V - 240V, 5 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;31,129.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;8;LP10KRT220
No Break LinkedPRO LP10KSPT Doble Conversión en Línea, 10kW, 10kVA, Entrada 200V - 240V, Salida 120V - 220V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;36,729.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;35;LP10KSPT
No Break Power-All KR+19-3000UN Doble Conversión en Línea, 27kW, 3300VA, Entrada 80V - 150V, Salida 100V - 127V, 6 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;16,579.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;3;PA KR+19-3000UN
No Break Power-All PA CMS-340PHV, 40kW, 40kVA, Entrada 277V - 480V, Salida 277V - 480V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;54,289.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;4;PA CMS-340PHV
No Break LinkedPRO LP30KYDC Doble Conversión en Línea, 30kW, 30kVA, Entrada 200V - 240V, Salida 200V - 240V, 9 Salidas ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;187,259.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;9;LP30KYDC
No Break LinkedPRO LP15KRT3P Doble Conversión en Línea, 15kW, 15kVA, Entrada 110V - 300V, Salida 208V - 240V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;108,739.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;6;LP15KRT3P
No Break APC SMC1500C Línea Interactiva, 900W, 1.440VA, Entrada 85V - 136V, Salida 110V - 127V, 8 Salidas ;;11,909.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;50;SMC1500C
No Break APC BVX1200L-LM Línea Interactiva, 650W, 1200VA, Entrada 89-145V,  Salida 120V, 6 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;2,339.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;242;BVX1200L-LM
No Break APC BE850M2 Línea en Espera, 450W, 850VA, Entrada 92V - 139V, Salida 120V, 9 Salidas   ― Envío gratis limitado a 5 unidades por cliente;;2,679.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1087;BE850M2
No Break APC SMT2200RM2UC Línea Interactiva, 1.980W, 2.200VA, Entrada 75V - 154V, Salida 110V - 127V, 8 Salidas ;;24,339.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;57;SMT2200RM2UC
No Break APC SMT2200C Línea Interactiva, 1.980W, 2.200VA, Entrada 75V - 154V, Salida 110V - 127V, 10 Salidas ;;23,189.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;90;SMT2200C
No Break Smartbitt Smartbitt SBNB2400 Línea Interactiva, 1.200W, 2.400VA, Entrada 82V - 148V, Salida 100V - 120V, 8 Salidas ;;3,289.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;418;SBNB2400
No Break CDP UPO11-3AX Doble Conversión en Línea, 3.000W, 3.000VA, Entrada 55V - 155V, Salida 100V - 127V, 6 Salidas ;;17,919.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;50;UPO11-3AX
No Break APC BE425M-LM, 255W, 425VA, Entrada 88-139V, Salida 120V, 6 Contactos  ― Envío gratis limitado a 5 unidades por cliente;;1,289.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;956;BE425M-LM
No Break Vica OPTIMA 800, 480W, 800VA, Entrada 81V - 120V, Salida 80V - 120V, 6 Salidas;;1,449.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;132;OPTIMA 800
No Break Tripp Lite by Eaton SMART1500LCD Línea Interactiva, 900W, 1.500VA, Entrada 75V - 147V, Salida 115V - 120V, 8 Salidas ;;7,749.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;49;SMART1500LCD
No Break Eaton 9PX6KG2 Doble Conversión en Línea, 5.400W, 600VA, Entrada 208V - 240V, Salida 208V - 240V, 4 Salidas;;48,559.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;10;9PX6KG2
No Break CyberPower HSTP3T15K100P Doble Conversión en Línea, 15kW, 15kVA, Entrada 208V, Salida 208V, Bloque de Terminales ― Requiere Instalación por Parte de la Marca para hacer Válida la Garantía;;198,849.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1;HSTP3T15K100P-5MIN
No Break Vica ALPHA 2K 220V Doble Conversión en Línea, 2.000W, 2.000VA, Entrada 84V - 145V, Salida 100V - 220V, 8 Salidas;;18,859.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;2;ALPHA 2K 220V
No Break Tripp Lite by Eaton OMNI900LCD OmniSmart Digital UPS, 475W, 900VA, Entrada 120V, Salida 120V;;4,279.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;194;OMNI900LCD
No Break CyberPower CP1000AVRLCD, 600W, 1000VA, 9 Contactos;;3,629.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;237;CP1000AVRLCD
No Break Smartbitt SBNB900LCD, 480W, 900VA, Entrada 81-145V, Salida 120V;;1,649.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;200;SBNB900LCD
No Break Koblenz 30015-OL-USB/R Doble Conversión en Línea, 2.400W, 3.000VA, Entrada 50V - 150V, Salida 85V - 150V, 3 Salidas ;;15,289.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;15;00-4231-7
No Break Tripp Lite by Eaton SMART1500LCDT Línea Interactiva, 900W, 1.500VA, Entrada 120V, Salida 120V - 24V, 10 Salidas;;6,159.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;88;SMART1500LCDT
No Break Smartbitt SBNB800 Línea Interactiva, 400W, 800VA, Entrada 82V - 148V, Salida 100V - 120V, 6 Salidas ;;1,229.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;367;SBNB800
No Break Forza Power Technologies NT-1011, 500W, 1000VA, Entrada 89-145V, 6 Contactos;;1,039.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;67;NT-1011
No Break Jheta NEO LCD 900, 480W, 900VA, Entrada 120 V, Salida 89-145V, 6 Contactos;;1,549.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;19;NEO LCD 900
No Break Tripp Lite by Eaton SU6000RTF Doble Conversión en Línea, 5.400W, 6.000VA, Entrada 200V - 240V, Salida 100V - 240V, 21;;112,819.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;1;SU6000RTF
No Break APC SRT3000XLA Doble Conversión en Línea, 2.700W, 3.000VA, Entrada 120V, Salida 120V, 7 Salidas   ― Envío gratis limitado a 5 unidades por cliente;;34,159.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;186;SRT3000XLA
No Break CDP R-SMART1010 Línea en Espera, 500W, 1kVA, Entrada 80V - 150V, Salida 120V, 10 Salidas;;2,359.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;198;R-SMART1010
No Break CDP GSMART1516 Línea Interactiva, 900W, 1.500VA, Entrada 85V - 145V, Salida 110V - 120V, 16 Salidas;;4,029.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;104;GSMART1516
No Break Tripp Lite by Eaton SMART1300LCDT Línea Interactiva, 720W, 1.300VA, Entrada 120V, Salida 120V, 8 Salidas ;;5,099.00;;;2025-11-24;;https://www.abasteo.mx/Energia/Proteccion-Contra-Descargas/No-Break-UPS/No-Break-UPS/;;MXN;14;SMART1300LCDT
